Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCB07,OUT013,3004.2161515122752
FDU48,OUT045,2010.437661353885
NCM43,OUT045,2661.0928392101528
FDR31,OUT010,364.57163562385125
DRK49,OUT018,612.6700399255957
NCI30,OUT010,572.34713613631
DRD60,OUT017,3052.496893400648
NCG19,OUT046,3804.2334149725066
FDH12,OUT035,1646.3616691410527
FDM32,OUT035,1446.598131956087
FDM27,OUT035,2552.598818166306
NCU53,OUT027,4252.617779757126
NCQ18,OUT046,1564.9441637340894
FDS10,OUT013,2936.0437192312756
FDB33,OUT027,4209.184835442586
FDI12,OUT013,1426.5704880599012
NCW42,OUT013,3645.552181627824
NCC06,OUT018,1997.219669750116
FDW02,OUT017,2010.7225882400026
NCD43,OUT017,1645.8075868913604
FDM57,OUT018,1340.8461990248593
FDA58,OUT017,3869.286310959277
FDK56,OUT046,3131.337755139235
FDP52,OUT045,3869.2851521404564
FDW20,OUT018,1999.8337858583734
FDS52,OUT049,1605.9167894562884
NCT29,OUT018,1935.7997843437752
NCL54,OUT013,2869.638176859317
FDC05,OUT045,3084.617711302938
FDF34,OUT035,3081.7244816493544
FDP03,OUT027,2984.2210212145483
FDD32,OUT010,191.53898262302496
FDZ10,OUT045,2013.7279504995356
FDZ40,OUT035,865.2889368149296
FDD51,OUT018,622.0299039362828
NCY30,OUT019,429.73406825069543
FDP58,OUT017,3696.2643476555454
FDV49,OUT017,4178.334674569479
FDY24,OUT019,131.202811489774
NCO55,OUT017,1650.5796382698818
FDR13,OUT017,1932.9416203290689
FDS51,OUT017,1004.313586759034
FDP26,OUT045,1643.9793668870223
NCB54,OUT027,2992.071703125043
FDF32,OUT017,3060.1872101907693
FDN31,OUT018,2998.470459891926
DRM48,OUT017,592.5354396355622
FDN20,OUT049,2775.9450419173313
DRL01,OUT046,3779.740967633732
FDV56,OUT049,1643.8212749097254
DRH13,OUT027,2899.692662779765
FDA03,OUT017,2516.693064491521
FDF47,OUT027,5848.506946303574
FDX32,OUT046,2517.0374837873464
FDX57,OUT049,1534.3918124486345
NCA30,OUT045,3030.767681273844
FDO49,OUT013,822.5024472947985
FDL04,OUT019,249.20783972640533
DRM48,OUT035,596.5469222364179
FDR16,OUT013,3572.1588422121
NCC19,OUT018,3000.5786848259872
NCE42,OUT045,3946.7420373742493
FDY24,OUT017,869.3911041495975
FDH19,OUT049,2856.9297826151364
FDJ46,OUT013,2849.444127158085
FDN45,OUT010,570.9509578939031
FDY08,OUT035,2010.3671455127153
FDZ37,OUT035,1365.0221267574657
NCT30,OUT045,761.7697469980427
DRY23,OUT018,618.3424256791767
NCZ30,OUT018,1987.0769087391063
FDC44,OUT018,1859.8633371360215
FDB45,OUT035,1643.2447131458393
FDY04,OUT013,2568.5764279927766
FDM27,OUT046,2570.9554331815157
FDZ43,OUT017,3919.3052971292323
FDT39,OUT019,370.1182132186002
NCC06,OUT019,283.02763747919954
FDL15,OUT027,4107.155452277786
FDL57,OUT017,4095.583447020228
FDU08,OUT046,1555.8666115311428
FDK40,OUT017,4189.70003919632
FDQ12,OUT010,568.2566383384215
FDS48,OUT017,2519.3877469350446
FDP09,OUT045,3628.5801063317076
FDW21,OUT049,1559.566067671288
FDY25,OUT035,3071.3034628457663
DRE13,OUT017,1363.254520458162
FDV43,OUT019,131.202811489774
FDD22,OUT045,1732.8485861452334
FDM46,OUT019,234.3219459403095
NCO30,OUT010,479.4453420320513
FDM25,OUT046,2878.951062310291
NCN41,OUT049,2022.3397361852528
FDU24,OUT045,1457.5216118468988
FDZ50,OUT046,3137.4476198638836
FDP45,OUT013,4039.046062328374
NCM54,OUT045,2009.5900018454442
FDW10,OUT019,421.07226018690426
FDP20,OUT017,2012.1358016909005
FDK32,OUT046,2520.778530668034
FDN52,OUT049,1366.785982944355
FDM58,OUT045,1721.7926268940114
FDZ46,OUT027,2934.1974351935337
NCA18,OUT018,1868.5417638280114
FDD35,OUT046,2084.2624822429757
NCK31,OUT035,759.494393069902
FDI40,OUT027,2853.2991766360105
FDT50,OUT019,236.883531182252
NCT06,OUT046,2621.385546914267
FDT31,OUT035,3037.2466864851986
FDT45,OUT049,867.3136302901975
FDT13,OUT045,3102.2890029653354
FDO50,OUT045,1388.1713757073896
NCU18,OUT010,280.2324553234507
NCR54,OUT049,3075.6945401026414
NCO18,OUT018,2808.948295746097
FDU09,OUT045,872.6959761312143
FDT13,OUT018,2989.1961320602113
FDE09,OUT046,1748.5732263634418
NCK53,OUT019,247.2832289314222
FDG45,OUT049,3573.7338002981933
DRH15,OUT035,664.8166714378192
FDO21,OUT019,569.8447091934562
FDD14,OUT027,5185.329709252446
FDC09,OUT046,1646.3583936506727
FDH45,OUT027,1037.2112568801329
FDV32,OUT046,1119.6387853500248
FDG12,OUT035,1995.6210574767701
FDS32,OUT013,2065.5807528333653
NCL55,OUT018,3772.5585743009083
DRE01,OUT035,3887.234363356554
DRE15,OUT049,1279.501639068112
NCL42,OUT045,3943.280653935097
FDP31,OUT013,1220.9267475343615
FDN33,OUT018,1444.2151469054998
FDZ59,OUT046,2549.593980352272
FDE45,OUT010,428.02270529855485
FDJ07,OUT013,1999.5827274033925
FDQ45,OUT018,2994.114931128117
FDM33,OUT027,5848.506946303574
FDO15,OUT010,152.74833391482892
FDM46,OUT013,1471.3110749503612
FDR03,OUT045,3451.4729360556203
FDY49,OUT018,2625.645732966544
FDQ60,OUT045,1941.3040763180354
FDW10,OUT049,2859.5838551174284
FDO51,OUT049,670.3379809096451
FDJ40,OUT018,1632.8682575022954
FDS20,OUT018,3016.65536826611
FDU45,OUT013,1822.6150972311914
FDV02,OUT035,2788.934730084396
FDN09,OUT046,3984.576722831974
NCM55,OUT027,5183.40585439778
FDN23,OUT018,2371.7696755161514
FDY31,OUT010,367.4642107201153
FDW03,OUT010,242.23767080003222
FDD14,OUT046,3072.0100670692814
FDV23,OUT017,2001.6600507681705
DRI03,OUT045,2875.6445677451597
FDN13,OUT035,1563.8520310805334
FDF45,OUT027,1340.145800305537
FDU46,OUT035,1365.5921495037865
FDB57,OUT049,3693.7305854817755
FDV12,OUT049,1563.2531579220718
FDQ58,OUT013,2418.2451405840607
NCA18,OUT017,1915.59574531176
FDH52,OUT049,1000.5417109345806
FDM24,OUT018,2375.440581513435
NCP43,OUT027,4842.820541387504
NCO18,OUT019,426.9513422786268
FDM32,OUT017,1400.473522198906
NCL07,OUT017,597.9920044348373
FDK03,OUT013,4050.2859271019406
FDP59,OUT017,1645.2410975937607
FDQ24,OUT049,4069.664744389295
FDQ16,OUT018,1631.64093598621
FDU44,OUT013,2539.6911166245723
FDH28,OUT010,131.202811489774
FDV28,OUT019,131.202811489774
FDM22,OUT045,862.7416102290197
FDR56,OUT046,3089.9468773074786
FDV39,OUT049,3080.6480228789824
FDU37,OUT019,170.9612496776116
FDQ11,OUT010,570.2720345934912
FDX02,OUT045,3769.954579093494
NCS42,OUT018,1439.6517849927852
FDY57,OUT027,2828.649508995358
FDB21,OUT049,3858.7278469374114
FDE28,OUT017,3848.389067752316
FDQ55,OUT017,1954.9077688912816
FDA48,OUT049,3651.618611925234
FDZ19,OUT045,2869.397170544411
NCC43,OUT045,3975.2293690636448
NCV18,OUT046,1359.6449241746311
NCA42,OUT018,2463.8571462899563
FDY45,OUT046,4169.379068877408
NCC30,OUT045,2976.39339620956
FDM57,OUT013,1427.6917972347358
FDL09,OUT010,384.9444613762913
FDB09,OUT027,2984.2210212145483
FDT44,OUT035,1950.3974839387179
NCT06,OUT027,4246.313984740422
FDX26,OUT049,3122.5533713919576
FDK32,OUT013,2481.7715821238444
DRA12,OUT046,2124.8981822289093
FDO46,OUT010,493.12917311911025
FDE52,OUT013,1423.005004892402
NCH42,OUT045,3808.0970865932973
FDV08,OUT035,621.1806266293897
FDB47,OUT018,3367.6818282423355
FDC28,OUT010,261.1726667832139
FDD22,OUT046,1944.878180361669
FDS07,OUT027,2942.871302362799
DRI13,OUT045,3689.1450803218236
FDG32,OUT018,3448.125948106011
FDU14,OUT017,4112.427490302718
FDD28,OUT019,131.6676106724133
NCP41,OUT017,1655.9578060014508
FDS08,OUT049,2880.8027477619967
FDX47,OUT045,2531.3679302807855
FDC53,OUT019,246.35079711769254
FDQ19,OUT035,3998.516904655595
FDL14,OUT045,2488.7688341886114
FDM33,OUT019,570.523632493868
FDA51,OUT045,1903.93559086072
FDZ27,OUT018,765.0633268852472
FDT04,OUT046,653.2161337382443
DRC13,OUT049,2044.4943124623587
FDR16,OUT027,5846.583091448908
FDQ03,OUT027,5846.583091448908
FDE38,OUT035,2707.8602378980186
DRH23,OUT027,1279.0812053238285
FDT11,OUT019,494.524879315998
FDD09,OUT035,3015.7451578288124
FDR40,OUT045,1331.53792684152
FDX07,OUT017,3053.209761491216
FDR07,OUT035,1542.8886812712299
FDA51,OUT017,1904.7434196130787
FDT59,OUT019,570.0060263312411
FDF20,OUT017,3071.232587492015
FDR13,OUT045,1922.0711591528732
FDY26,OUT049,3609.6385349128013
FDW04,OUT017,2011.3017816575655
FDK52,OUT017,3828.858740082129
FDN60,OUT049,2547.9960145782416
FDM09,OUT019,410.28115434914224
FDP46,OUT049,1363.8126057623533
FDB50,OUT019,170.39124400647074
NCQ29,OUT049,4023.5606606901656
FDP16,OUT027,5848.506946303574
FDX33,OUT018,2469.948440287593
FDP07,OUT010,508.9243894748971
FDN22,OUT046,3999.6777275557224
FDF39,OUT049,4131.056831407415
FDS21,OUT017,977.5563720807626
NCM42,OUT013,1651.8168053669795
FDK50,OUT019,381.8507013659428
DRF13,OUT027,4053.583152446131
FDH35,OUT018,2502.8293822286705
FDP60,OUT018,1549.727813015964
DRJ49,OUT027,2992.071703125043
NCT42,OUT019,367.2141429338496
FDE38,OUT049,2677.423156781596
FDI04,OUT049,3109.1270203147537
NCH54,OUT045,2585.8872598327903
FDT56,OUT049,915.3409937976211
DRD15,OUT018,3519.5364237530266
FDV58,OUT013,3032.0163454964227
FDP21,OUT049,3128.690277978839
FDH05,OUT013,3740.805420137576
FDR10,OUT027,4239.817837437035
NCP06,OUT045,2527.627302502846
FDF33,OUT049,1642.258745241058
DRK37,OUT013,3099.8814460822164
DRH49,OUT045,1329.6721162309873
FDT58,OUT013,2645.7359120303418
FDD41,OUT018,1628.5768599570092
FDP40,OUT018,1685.1469017861382
FDM51,OUT027,2853.2991766360105
FDO45,OUT010,196.2222725649226
FDW33,OUT010,242.17407781534817
FDY24,OUT045,869.2137348478465
FDB10,OUT010,568.726080464705
FDM40,OUT035,2057.8917296343884
NCI06,OUT017,3055.514692848822
FDW12,OUT019,340.3448873387273
FDX48,OUT027,4112.705880548017
NCW05,OUT027,2894.024711842887
FDX27,OUT017,1514.5250581264338
DRM37,OUT045,3091.9815313053273
FDA38,OUT045,3912.7531995666354
FDR36,OUT046,651.6339007577214
FDZ45,OUT046,3123.9839106650907
FDG05,OUT017,2530.5942358413777
FDK28,OUT013,4185.45747034843
FDV47,OUT045,1355.4996850472148
FDN21,OUT045,2592.8283768725187
FDP20,OUT027,2986.2956079225432
FDI35,OUT045,3106.7904188002594
DRY23,OUT013,718.8185767548752
FDA56,OUT017,2037.6908773973732
FDB09,OUT013,2009.8097473216485
NCO26,OUT027,2953.4107897635668
FDQ49,OUT018,2465.6238357338952
FDI52,OUT027,2982.075572877311
FDZ44,OUT027,2953.4107897635668
FDZ09,OUT018,2513.0920760613603
FDY03,OUT049,1931.1975483763288
NCG42,OUT017,2032.0089255180103
DRI13,OUT027,5848.506946303574
FDQ32,OUT013,2031.1135626198986
FDW16,OUT035,1390.0774544333367
FDU27,OUT046,783.0421708592927
FDR28,OUT010,383.74785796232436
FDQ49,OUT010,381.4621235342734
FDS37,OUT046,1966.5190265053961
FDW26,OUT018,3420.6026444328727
FDX12,OUT018,3688.3774383054497
NCP06,OUT013,2468.9176198868718
FDW45,OUT010,366.4742759418547
NCN30,OUT049,1495.6822550464349
FDN24,OUT049,868.2970235691487
NCL41,OUT027,1023.3690528439934
FDR02,OUT019,262.40117431009566
FDD09,OUT010,447.10999907686084
FDS33,OUT010,197.01230283752068
FDU22,OUT045,1983.2158068302172
FDI53,OUT013,2505.269304996043
DRH01,OUT049,2868.3585315706628
FDX32,OUT013,2105.007601308807
NCP30,OUT018,609.5933088115651
FDB60,OUT045,3068.6297081833095
FDB14,OUT049,1449.2557931029658
NCP02,OUT035,871.8005463453835
FDJ10,OUT017,2015.4605430962495
FDG34,OUT046,1722.18106928057
NCB18,OUT017,1368.9838472804372
FDM16,OUT049,1125.863393090883
FDW25,OUT018,1343.563965535076
FDB35,OUT010,222.75277556130732
DRN11,OUT013,2113.982555265383
FDF41,OUT019,568.3950831373571
FDH16,OUT045,1371.4497028015796
NCQ50,OUT018,3406.332837143774
DRH23,OUT018,897.9798192563404
DRJ37,OUT013,2423.328180463867
DRJ24,OUT027,5185.329709252446
FDY16,OUT035,3074.5528126157337
FDQ27,OUT045,1647.6852604490068
FDZ33,OUT045,2478.2628867043613
FDF29,OUT045,2067.0644599904235
FDA08,OUT049,2570.201840184753
FDG31,OUT046,1113.7587178641797
FDE34,OUT019,464.6541879776885
NCR30,OUT027,1444.1198240064105
FDV33,OUT035,4141.680840925882
DRZ24,OUT018,1933.8537018162774
NCL54,OUT035,2879.039956523444
FDR12,OUT049,2897.634905422823
NCC54,OUT046,3815.47190664773
DRN59,OUT013,819.4842240618066
FDX50,OUT019,263.33265604256644
FDV31,OUT027,4772.403675569419
NCA29,OUT027,4373.244726100946
FDW60,OUT049,2922.8051643754934
FDX08,OUT017,3103.0995911304544
DRD49,OUT013,3779.211511987617
FDD33,OUT046,3797.7457002541573
FDW35,OUT013,716.2622657585595
FDJ36,OUT017,1646.0883621230898
FDV51,OUT035,2689.8775444946973
FDW36,OUT046,1647.8083685983981
FDH35,OUT046,2588.511299738057
NCS30,OUT027,2994.9174913079187
FDN49,OUT017,606.1432568768394
FDL08,OUT018,3677.3255580231776
FDI09,OUT013,3872.562985337921
FDP19,OUT018,1963.5254613301868
FDU21,OUT010,131.202811489774
NCP41,OUT045,1649.7787446606383
FDY10,OUT013,1844.186604694269
FDP12,OUT018,591.2293397771195
NCN26,OUT049,1967.7077085326296
FDK44,OUT013,2852.666148767571
FDC28,OUT049,1647.372106452054
FDJ41,OUT027,5848.506946303574
NCT29,OUT035,1997.8283827393943
NCH42,OUT019,569.8928732297998
FDU60,OUT018,2597.206147033493
FDS02,OUT045,3095.526604505621
FDC51,OUT046,2083.6489661367
FDU03,OUT013,3051.781992506903
FDX39,OUT045,3672.4808458511466
NCY05,OUT010,131.202811489774
NCL06,OUT027,5846.583091448908
FDD32,OUT035,1286.2498349587006
NCN41,OUT045,1988.8678433151765
NCX53,OUT049,2140.4324005454814
FDU57,OUT019,368.6814690026183
FDQ23,OUT046,1645.6338200606174
FDQ52,OUT045,4034.365972336296
FDC14,OUT045,624.6739453702206
FDY09,OUT035,2923.2243353468166
FDQ28,OUT045,2549.4593022295794
FDV25,OUT046,3720.0361963629084
FDJ07,OUT035,1961.837243886037
DRB25,OUT049,1641.5136798820615
FDK52,OUT019,570.523632493868
FDY52,OUT027,1401.5573525850396
FDB28,OUT046,3104.2013667550254
FDT36,OUT035,595.2511290892191
FDV25,OUT017,3795.9608017809596
NCN07,OUT027,2994.9174913079187
FDC57,OUT017,3038.2605059790208
FDQ03,OUT018,3611.22201331705
FDU23,OUT017,2725.543619346494
NCX41,OUT035,3658.272916508923
NCD06,OUT035,757.7128673312748
FDW08,OUT045,1646.71104418667
NCU29,OUT017,2463.41970817048
NCE06,OUT013,2489.5650795593174
FDV52,OUT010,271.7921919377238
FDB02,OUT017,2921.907364552995
NCR18,OUT045,634.6893236933399
FDK16,OUT049,1493.6563683851246
NCQ29,OUT010,570.9797892033057
FDZ01,OUT019,248.1751266149374
FDW27,OUT035,2531.9671653721966
FDD17,OUT018,3596.1719738460065
FDW39,OUT013,2869.769536058946
DRH59,OUT045,1088.2853496202738
FDS52,OUT013,1641.426297543262
FDU40,OUT027,5749.7476672247785
NCF54,OUT013,2849.260759424743
FDH46,OUT045,1647.0889042320064
NCP14,OUT049,1639.908812992723
FDH50,OUT049,3148.637061082862
DRF15,OUT010,370.88231544126774
FDV27,OUT027,2567.8491403364296
NCJ06,OUT049,2030.2234893259447
FDN02,OUT018,3204.097278228071
FDQ51,OUT049,777.3876398172761
FDQ07,OUT017,3735.792352784626
FDS45,OUT049,1643.0966771469145
NCJ06,OUT045,2002.5086100064602
FDD36,OUT035,1968.5645248359683
FDY25,OUT045,3108.757747307245
FDU52,OUT046,2457.1075556292003
DRK47,OUT017,3816.050095472988
NCL30,OUT017,2012.1358016909005
FDN22,OUT035,4020.9517656250805
NCF30,OUT027,2986.2956079225432
FDK03,OUT035,4096.672747691678
FDT45,OUT017,869.3466118514507
NCC54,OUT027,5846.583091448908
FDP08,OUT018,2909.0617989482457
