Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCH07,OUT018,2543.9721822431106
FDS23,OUT013,2030.9281828659782
FDO49,OUT018,744.1330227884936
FDS35,OUT049,1064.738198435272
DRK39,OUT045,1384.2675023828788
DRI39,OUT049,920.0885468468307
FDV04,OUT017,2545.9263379989443
NCN14,OUT035,3052.609060572204
FDH08,OUT013,3811.58371565599
FDS20,OUT046,3052.609060572204
FDV40,OUT049,1126.0094404150996
FDZ48,OUT010,257.7912923978788
FDS24,OUT027,2601.4316840448355
FDK44,OUT049,2861.0140224202805
FDS48,OUT045,2470.9233379091547
FDK26,OUT010,490.9651135383481
FDD23,OUT045,3052.609060572204
NCH54,OUT017,2556.5131891063447
NCP14,OUT010,239.8217806200238
FDM60,OUT010,132.16764949896017
FDV24,OUT017,2473.0132271556568
FDH08,OUT018,3643.4435402821127
FDS12,OUT027,3000.9291965225652
FDR39,OUT027,4810.84948443402
FDP12,OUT027,1007.4905700521581
DRF60,OUT027,5848.4550898159005
FDC09,OUT035,1572.5414010880093
FDF50,OUT018,3064.053314434236
FDG28,OUT035,3899.827973814425
NCE19,OUT017,911.9927913052111
NCM53,OUT010,248.14017108944742
NCN18,OUT049,1675.130470172976
FDF32,OUT035,3124.6292395872792
FDF11,OUT013,3884.5769759532322
DRI59,OUT049,3761.0003426971484
NCG54,OUT035,2744.2386199967586
FDM44,OUT046,1567.1070163493162
FDT57,OUT018,3683.2059096046883
FDV24,OUT046,2473.0132271556568
FDI50,OUT019,571.2455879300163
FDS09,OUT035,754.4405518625052
NCC31,OUT027,4144.280775925996
FDQ07,OUT019,572.323954452443
FDC22,OUT017,3052.609060572204
FDZ56,OUT046,2744.2386199967586
FDZ40,OUT019,132.16764949896017
FDS46,OUT027,2953.5451934425764
DRD24,OUT045,2039.3326246915863
FDV45,OUT017,3052.609060572204
FDL26,OUT045,2499.6878995953134
FDA56,OUT018,2018.0237471059152
FDN27,OUT046,1958.8576685645269
FDM20,OUT049,3883.2512303337467
FDO16,OUT017,1383.2214862980163
FDL03,OUT035,3052.609060572204
FDE58,OUT046,1954.212795402566
FDI02,OUT027,2937.113526623444
NCC55,OUT019,132.16764949896017
FDR03,OUT018,3320.6153312712336
FDB14,OUT017,1521.6629463408171
FDR45,OUT013,3884.619700141756
NCN07,OUT017,2030.9281828659782
FDM51,OUT019,250.76311262624296
FDT52,OUT027,5848.4550898159005
FDL26,OUT046,2497.7467710413266
NCZ42,OUT046,3867.132546804298
DRI47,OUT019,366.6266915274723
FDW40,OUT013,2039.3326246915863
FDN34,OUT046,2744.2386199967586
FDS01,OUT035,2906.2967005801897
NCG55,OUT045,1954.212795402566
FDC11,OUT035,1463.8199617179873
FDX35,OUT018,3589.584401786288
NCB06,OUT046,2553.6518700261245
FDR09,OUT019,568.9650304460318
FDC53,OUT017,1529.7425809370816
FDY45,OUT013,4015.260318045423
FDA22,OUT010,384.57030836047835
FDE02,OUT035,1529.7425809370816
FDW21,OUT045,1562.5023221809329
FDV34,OUT046,1158.0159296863649
FDS59,OUT049,1583.9262098440627
NCW17,OUT017,2025.6276144249973
NCK54,OUT046,1954.212795402566
FDG17,OUT019,571.2455879300163
FDG35,OUT017,2861.0140224202805
FDD08,OUT010,132.16764949896017
NCO07,OUT017,3655.1668789796913
FDJ10,OUT010,276.55873381514556
FDW36,OUT017,1572.5414010880093
FDW21,OUT010,238.99159436800187
FDY19,OUT017,1954.212795402566
DRE03,OUT013,779.4601020355327
NCC55,OUT049,666.1814248560369
FDH52,OUT010,134.93255281453526
FDO09,OUT017,4081.9420986912924
FDU43,OUT045,3885.3474573550197
FDX09,OUT010,418.4626440639075
FDH40,OUT019,205.00697889929737
FDW58,OUT017,1572.5414010880093
FDC47,OUT017,3780.4770847983496
NCR41,OUT035,1529.7425809370816
DRG49,OUT035,3875.871042800706
FDC52,OUT027,4100.294185011023
FDY13,OUT046,1162.3396032324972
FDY35,OUT013,717.2611036660309
FDI35,OUT017,3039.238231707922
NCU18,OUT049,2039.3326246915863
FDY33,OUT018,2546.502600791924
FDC15,OUT027,4202.59021123079
FDU01,OUT049,3052.609060572204
NCU42,OUT046,2744.2386199967586
NCV29,OUT018,2886.3342206480347
NCY30,OUT017,3052.609060572204
FDQ46,OUT049,1692.8930867705649
FDG58,OUT027,4144.280775925996
FDK33,OUT017,3660.2120906747145
NCD07,OUT045,1954.212795402566
NCX29,OUT027,4032.7250111540347
NCT42,OUT013,2470.9233379091547
DRN59,OUT035,737.5346159443006
FDI44,OUT035,1281.3617077674658
FDA45,OUT049,2895.881884503609
FDP31,OUT045,1051.400310522285
FDY01,OUT046,1954.212795402566
FDT09,OUT018,2033.1870424150504
DRH03,OUT027,2839.3209557720106
FDA36,OUT018,3050.6549048163697
NCF31,OUT017,2496.482354445454
FDG14,OUT049,2473.0132271556568
FDG28,OUT027,5848.4550898159005
FDU14,OUT049,4009.115023021817
FDY47,OUT019,286.8271318256973
FDI56,OUT049,1504.884151603015
DRD01,OUT013,1011.9752379498169
FDM22,OUT046,950.1167273037968
FDH33,OUT013,708.8641147054369
DRZ24,OUT013,1967.5275793533322
NCQ38,OUT046,1575.0583238676577
FDO16,OUT027,2325.4060651456016
FDU07,OUT027,4074.34056872854
NCB07,OUT013,3052.609060572204
FDU48,OUT045,2033.1870424150504
NCM43,OUT045,2563.1094434377264
FDR31,OUT010,361.3358072166842
DRK49,OUT018,672.8977440870453
NCI30,OUT010,571.3729579850799
DRD60,OUT017,2997.5390407320297
NCG19,OUT046,3825.8085419969098
FDH12,OUT035,1575.0583238676577
FDM32,OUT035,1517.573608348204
FDM27,OUT035,2503.693163464099
NCU53,OUT027,4272.252305348885
NCQ18,OUT046,1532.1570690768929
FDS10,OUT013,2953.418461992407
FDB33,OUT027,4202.59021123079
FDI12,OUT013,1518.8548522107733
NCW42,OUT013,3709.9710390361847
NCC06,OUT018,2025.6276144249973
FDW02,OUT017,2025.6276144249973
NCD43,OUT017,1572.5414010880093
FDM57,OUT018,1394.2515785554021
FDA58,OUT017,3861.4061972646678
FDK56,OUT046,3052.609060572204
FDP52,OUT045,3827.166420244386
FDW20,OUT018,2018.0237471059152
FDS52,OUT049,1552.1707773634591
NCT29,OUT018,2006.2508468167487
NCL54,OUT013,2886.626626407173
FDC05,OUT045,3069.557545565536
FDF34,OUT035,3055.6205224637247
FDP03,OUT027,2990.7136341373307
FDD32,OUT010,196.5992143882667
FDZ10,OUT045,2025.6276144249973
FDZ40,OUT035,908.1218786093278
FDD51,OUT018,676.3779640559098
NCY30,OUT019,426.0967563073917
FDP58,OUT017,3679.7900598129117
FDV49,OUT017,4080.7458460976154
FDY24,OUT019,132.16764949896017
NCO55,OUT017,1582.0267554002567
FDR13,OUT017,1954.212795402566
FDS51,OUT017,1009.7593316845174
FDP26,OUT045,1572.5414010880093
NCB54,OUT027,3013.6366539406213
FDF32,OUT017,3055.6205224637247
FDN31,OUT018,3050.6549048163697
DRM48,OUT017,663.6984148862413
FDN20,OUT049,2744.2386199967586
DRL01,OUT046,3800.7872952041193
FDV56,OUT049,1582.0267554002567
DRH13,OUT027,2897.669892841129
FDA03,OUT017,2468.6648791541766
FDF47,OUT027,5843.121665623549
FDX32,OUT046,2468.6648791541766
FDX57,OUT049,1529.7425809370816
NCA30,OUT045,3052.609060572204
FDO49,OUT013,779.4601020355327
FDL04,OUT019,251.62316931257675
DRM48,OUT035,663.6984148862413
FDR16,OUT013,3643.9958422741747
NCC19,OUT018,3050.6549048163697
NCE42,OUT045,3869.9088807062667
FDY24,OUT017,908.1218786093278
FDH19,OUT049,2861.0140224202805
FDJ46,OUT013,2861.0140224202805
FDN45,OUT010,568.9650304460318
FDY08,OUT035,2036.1028320704372
FDZ37,OUT035,1461.1736429338278
NCT30,OUT045,742.3179925266893
DRY23,OUT018,672.8977440870453
NCZ30,OUT018,2018.0237471059152
FDC44,OUT018,1939.7643633685611
FDB45,OUT035,1572.5414010880093
FDY04,OUT013,2560.2978722311254
FDM27,OUT046,2553.6518700261245
FDZ43,OUT017,3883.1220101060303
FDT39,OUT019,367.44527496106855
NCC06,OUT019,282.92301309622337
FDL15,OUT027,4144.280775925996
FDL57,OUT017,4040.13685211728
FDU08,OUT046,1529.7425809370816
FDK40,OUT017,4095.4437455614684
FDQ12,OUT010,567.8866639236052
FDS48,OUT017,2473.0132271556568
FDP09,OUT045,3656.7614110405684
FDW21,OUT049,1532.1570690768929
FDY25,OUT035,2997.5390407320297
DRE13,OUT017,1439.703870931218
FDV43,OUT019,132.16764949896017
FDD22,OUT045,1692.8930867705649
FDM46,OUT019,234.8745507249686
NCO30,OUT010,476.57540318200927
FDM25,OUT046,2861.0140224202805
NCN41,OUT049,2018.0237471059152
FDU24,OUT045,1523.2344105381244
FDZ50,OUT046,3052.609060572204
FDP45,OUT013,3993.152421093331
NCM54,OUT045,2025.6276144249973
FDW10,OUT019,419.2078932455409
FDP20,OUT017,2025.6276144249973
FDK32,OUT046,2473.0132271556568
FDN52,OUT049,1480.599932608676
FDM58,OUT045,1675.130470172976
FDZ46,OUT027,2926.603095021746
NCA18,OUT018,1954.212795402566
FDD35,OUT046,2018.0237471059152
NCK31,OUT035,741.5233156030833
FDI40,OUT027,2859.475701662029
FDT50,OUT019,238.74053359816145
NCT06,OUT046,2563.1094434377264
FDT31,OUT035,3052.609060572204
FDT45,OUT049,876.6969522721533
FDT13,OUT045,3052.609060572204
FDO50,OUT045,1501.9629952010184
NCU18,OUT010,276.53115811658324
NCR54,OUT049,3052.609060572204
NCO18,OUT018,2893.927728747775
FDU09,OUT045,913.0116800003466
FDT13,OUT018,3050.6549048163697
FDE09,OUT046,1695.135075634518
NCK53,OUT019,250.76311262624296
FDG45,OUT049,3635.184730094901
DRH15,OUT035,693.1102150239957
FDO21,OUT019,571.2455879300163
FDD14,OUT027,5085.367355646891
FDC09,OUT046,1572.5414010880093
FDH45,OUT027,1014.0801920675519
FDV32,OUT046,1119.4757300690005
FDG12,OUT035,1985.033202507501
FDS32,OUT013,2036.1028320704372
NCL55,OUT018,3846.533211489007
DRE01,OUT035,3865.375803520367
DRE15,OUT049,1284.970761324188
NCL42,OUT045,3883.691440571411
FDP31,OUT013,1189.9758783698894
FDN33,OUT018,1525.6713697973923
FDZ59,OUT046,2563.1094434377264
FDE45,OUT010,420.40463432350634
FDJ07,OUT013,1967.5275793533322
FDQ45,OUT018,3050.6549048163697
FDM33,OUT027,5843.121665623549
FDO15,OUT010,151.4807296670356
FDM46,OUT013,1539.9917208127583
FDR03,OUT045,3433.590633911242
FDY49,OUT018,2670.338731914068
FDQ60,OUT045,1977.5478318816342
FDW10,OUT049,2863.750165545679
FDO51,OUT049,684.9487917531628
FDJ40,OUT018,1582.0267554002567
FDS20,OUT018,3050.6549048163697
FDU45,OUT013,1801.695368634229
FDV02,OUT035,2744.2386199967586
FDN09,OUT046,3886.8420722133237
NCM55,OUT027,5093.20197809709
FDN23,OUT018,2459.6752778213367
FDY31,OUT010,364.5242590353393
FDW03,OUT010,239.82273594997255
FDD14,OUT046,3052.609060572204
FDV23,OUT017,2025.6276144249973
DRI03,OUT045,2861.0140224202805
FDN13,OUT035,1534.7568688105512
FDF45,OUT027,1313.1945860010376
FDU46,OUT035,1468.520834488084
FDB57,OUT049,3717.935153630907
FDV12,OUT049,1534.7568688105512
FDQ58,OUT013,2473.0132271556568
NCA18,OUT017,1954.212795402566
FDH52,OUT049,1009.2868883906369
FDM24,OUT018,2470.9233379091547
NCP43,OUT027,4810.84948443402
NCO18,OUT019,423.7104740816989
FDM32,OUT017,1508.7136877178157
NCL07,OUT017,665.3867479324307
FDK03,OUT013,4001.3904956791757
FDP59,OUT017,1572.5414010880093
FDQ24,OUT049,3993.3334781251433
FDQ16,OUT018,1583.9262098440627
FDU44,OUT013,2553.6518700261245
FDH28,OUT010,132.16764949896017
FDV28,OUT019,132.16764949896017
FDM22,OUT045,900.2181289037566
FDR56,OUT046,3052.609060572204
FDV39,OUT049,3055.6205224637247
FDU37,OUT019,173.0259258095421
FDQ11,OUT010,570.8941357351774
FDX02,OUT045,3734.26923243108
NCS42,OUT018,1521.6629463408171
FDY57,OUT027,2839.3209557720106
FDB21,OUT049,3855.700167062784
FDE28,OUT017,3831.604550663037
FDQ55,OUT017,1939.7643633685611
FDA48,OUT049,3703.233878297839
FDZ19,OUT045,2861.0140224202805
NCC43,OUT045,3993.095491536509
NCV18,OUT046,1411.5709703670075
NCA42,OUT018,2551.6977142702904
FDY45,OUT046,4044.2649457208845
NCC30,OUT045,2953.418461992407
FDM57,OUT013,1513.234340275888
FDL09,OUT010,384.96269585330964
FDB09,OUT027,2990.7136341373307
FDT44,OUT035,1977.5478318816342
NCT06,OUT027,4272.252305348885
FDX26,OUT049,3052.609060572204
FDK32,OUT013,2493.7383266580164
DRA12,OUT046,2058.6629572401607
FDO46,OUT010,490.92417824035545
FDE52,OUT013,1522.2426413927838
NCH42,OUT045,3816.4747863240627
FDV08,OUT035,670.2880369016351
FDB47,OUT018,3488.023898554315
FDC28,OUT010,257.20352340374177
FDD22,OUT046,1942.0152910257082
FDS07,OUT027,2940.792835130737
DRI13,OUT045,3676.201138407196
FDG32,OUT018,3544.2954503682663
FDU14,OUT017,4026.6749029705547
FDD28,OUT019,132.16764949896017
NCP41,OUT017,1583.9262098440627
FDS08,OUT049,2861.0140224202805
FDX47,OUT045,2526.7432372842263
FDC53,OUT019,248.32136274679146
FDQ19,OUT035,3893.373575553185
FDL14,OUT045,2499.6878995953134
FDM33,OUT019,569.3164826408706
FDA51,OUT045,1939.7643633685611
FDZ27,OUT018,744.1330227884936
FDT04,OUT046,672.627439526847
DRC13,OUT049,2020.7466921438256
FDR16,OUT027,5848.4550898159005
FDQ03,OUT027,5843.121665623549
FDE38,OUT035,2697.328649801724
DRH23,OUT027,1261.8897260091087
FDT11,OUT019,491.2634814849683
FDD09,OUT035,2973.5760786275678
FDR40,OUT045,1381.0556903443824
FDX07,OUT017,3052.609060572204
FDR07,OUT035,1529.7425809370816
FDA51,OUT017,1951.7649239845282
FDT59,OUT019,568.7169383683462
FDF20,OUT017,3052.609060572204
FDR13,OUT045,1954.212795402566
FDY26,OUT049,3645.000510505792
FDW04,OUT017,2030.9281828659782
FDK52,OUT017,3795.6985061036407
FDN60,OUT049,2526.7432372842263
FDM09,OUT019,408.0676143292605
FDP46,OUT049,1481.3790217090097
FDB50,OUT019,173.0259258095421
NCQ29,OUT049,4041.6479068710787
FDP16,OUT027,5843.121665623549
FDX33,OUT018,2551.6977142702904
FDP07,OUT010,510.92082352907414
FDN22,OUT046,3999.523192650096
FDF39,OUT049,4063.1859661488784
FDS21,OUT017,1000.2955338803009
NCM42,OUT013,1582.0267554002567
FDK50,OUT019,382.94452633303314
DRF13,OUT027,4066.6194497447145
FDH35,OUT018,2561.1552876818923
FDP60,OUT018,1534.7568688105512
DRJ49,OUT027,3013.6366539406213
NCT42,OUT019,366.7486090616372
FDE38,OUT049,2692.40665342491
FDI04,OUT049,3069.557545565536
NCH54,OUT045,2535.7278663076663
FDT56,OUT049,934.112490737709
DRD15,OUT018,3646.015596940012
FDV58,OUT013,3052.609060572204
FDP21,OUT049,3052.609060572204
FDH05,OUT013,3803.0014423040766
FDR10,OUT027,4265.697965948623
NCP06,OUT045,2470.9233379091547
FDF33,OUT049,1582.0267554002567
DRK37,OUT013,3052.609060572204
DRH49,OUT045,1388.3600566888747
FDT58,OUT013,2682.5533820284077
FDD41,OUT018,1572.5414010880093
FDP40,OUT018,1670.441793721163
FDM51,OUT027,2866.7604691370293
FDO45,OUT010,201.40691934149837
FDW33,OUT010,239.8217806200238
FDY24,OUT045,908.1218786093278
FDB10,OUT010,568.8376603909683
FDM40,OUT035,2039.3326246915863
NCI06,OUT017,2997.5390407320297
FDW12,OUT019,341.82398840587973
FDX48,OUT027,4151.599206172461
NCW05,OUT027,2894.742780136713
FDX27,OUT017,1529.7425809370816
DRM37,OUT045,3069.557545565536
FDA38,OUT045,3878.642671372956
FDR36,OUT046,670.467851735955
FDZ45,OUT046,3111.35449000793
FDG05,OUT017,2545.9263379989443
FDK28,OUT013,4064.3338205164405
FDV47,OUT045,1442.4512094282586
FDN21,OUT045,2553.6518700261245
FDP20,OUT027,3000.9291965225652
FDI35,OUT045,3039.238231707922
DRY23,OUT013,708.8641147054369
FDA56,OUT017,2018.0237471059152
FDB09,OUT013,2018.0237471059152
NCO26,OUT027,2953.5451934425764
FDQ49,OUT018,2508.477063407211
FDI52,OUT027,2990.7136341373307
FDZ44,OUT027,2953.5451934425764
FDZ09,OUT018,2561.1552876818923
FDY03,OUT049,1939.7643633685611
NCG42,OUT017,2030.9281828659782
DRI13,OUT027,5843.121665623549
FDQ32,OUT013,2025.6276144249973
FDW16,OUT035,1501.9629952010184
FDU27,OUT046,743.223426856943
FDR28,OUT010,383.0385458792443
FDQ49,OUT010,380.9238401612282
FDS37,OUT046,1954.212795402566
FDW26,OUT018,3515.5312769538646
FDX12,OUT018,3724.0497398966854
NCP06,OUT013,2473.0132271556568
FDW45,OUT010,364.5242590353393
NCN30,OUT049,1529.7425809370816
FDN24,OUT049,876.6969522721533
NCL41,OUT027,1007.4905700521581
FDR02,OUT019,259.834394004456
FDD09,OUT010,437.3627759770815
FDS33,OUT010,201.7976006812123
FDU22,OUT045,2006.2508468167487
FDI53,OUT013,2560.2978722311254
DRH01,OUT049,2861.0140224202805
FDX32,OUT013,2061.376736356228
NCP30,OUT018,670.7381562961534
FDB60,OUT045,3052.609060572204
FDB14,OUT049,1523.2344105381244
NCP02,OUT035,914.5785550175481
FDJ10,OUT017,2036.1028320704372
FDG34,OUT046,1670.441793721163
NCB18,OUT017,1476.6037949960373
FDM16,OUT049,1107.1287276443038
FDW25,OUT018,1401.559346975299
FDB35,OUT010,220.73354346820076
DRN11,OUT013,2097.8349377641607
FDF41,OUT019,568.4862081961295
FDH16,OUT045,1479.532846517655
NCQ50,OUT018,3498.3355753628093
DRH23,OUT018,924.8946089572212
DRJ37,OUT013,2474.9535972484723
DRJ24,OUT027,5090.700779839243
FDY16,OUT035,3052.609060572204
FDQ27,OUT045,1575.0583238676577
FDZ33,OUT045,2470.9233379091547
FDF29,OUT045,2030.9281828659782
FDA08,OUT049,2560.2978722311254
FDG31,OUT046,1114.971598452232
FDE34,OUT019,457.63040435658564
NCR30,OUT027,1432.728179554157
FDV33,OUT035,4067.392769518135
DRZ24,OUT018,2006.2508468167487
NCL54,OUT035,2861.0140224202805
FDR12,OUT049,2861.0140224202805
NCC54,OUT046,3850.1774218576293
DRN59,OUT013,775.47140237675
FDX50,OUT019,260.8337911874594
FDV31,OUT027,4768.062803553506
NCA29,OUT027,4426.53554565724
FDW60,OUT049,2886.626626407173
FDX08,OUT017,3052.609060572204
DRD49,OUT013,3828.1184944050306
FDD33,OUT046,3820.703023244851
FDW35,OUT013,708.8641147054369
FDJ36,OUT017,1572.5414010880093
FDV51,OUT035,2622.539402798014
FDW36,OUT046,1582.0267554002567
FDH35,OUT046,2563.1094434377264
NCS30,OUT027,3013.6366539406213
FDN49,OUT017,665.3867479324307
FDL08,OUT018,3729.521082415379
FDI09,OUT013,3869.1898230433335
FDP19,OUT018,2030.9281828659782
FDU21,OUT010,132.16764949896017
NCP41,OUT045,1582.0267554002567
FDY10,OUT013,1851.555934223172
FDP12,OUT018,666.3081220716515
NCN26,OUT049,1954.212795402566
FDK44,OUT013,2861.0140224202805
FDC28,OUT049,1583.9262098440627
FDJ41,OUT027,5848.4550898159005
NCT29,OUT035,2018.0237471059152
NCH42,OUT019,570.8941357351774
FDU60,OUT018,2675.5669492907687
FDS02,OUT045,3052.609060572204
FDC51,OUT046,2018.0237471059152
FDU03,OUT013,3052.609060572204
FDX39,OUT045,3656.7614110405684
NCY05,OUT010,132.16764949896017
NCL06,OUT027,5843.121665623549
FDD32,OUT035,1285.3635963411377
NCN41,OUT045,2018.0237471059152
NCX53,OUT049,2039.3326246915863
FDU57,OUT019,366.4172059936661
FDQ23,OUT046,1572.5414010880093
FDQ52,OUT045,3991.1380122485875
FDC14,OUT045,669.8347958204032
FDY09,OUT035,2886.626626407173
FDQ28,OUT045,2503.693163464099
FDV25,OUT046,3723.6268426105376
FDJ07,OUT035,1954.212795402566
DRB25,OUT049,1577.0978059149652
FDK52,OUT019,569.3164826408706
FDY52,OUT027,1379.3949397602382
FDB28,OUT046,3055.6205224637247
FDT36,OUT035,663.6984148862413
FDV25,OUT017,3746.75013332184
NCN07,OUT027,3013.6366539406213
FDC57,OUT017,3052.609060572204
FDQ03,OUT018,3686.6120535056125
FDU23,OUT017,2677.5211050466028
NCX41,OUT035,3651.7161993455456
NCD06,OUT035,740.343794810043
FDW08,OUT045,1582.0267554002567
NCU29,OUT017,2459.6752778213367
NCE06,OUT013,2553.6518700261245
FDV52,OUT010,269.3424213732664
FDB02,OUT017,2886.626626407173
NCR18,OUT045,671.0827138252412
FDK16,OUT049,1529.7425809370816
NCQ29,OUT010,571.8451322025406
FDZ01,OUT019,248.72930063095993
FDW27,OUT035,2523.967027168765
FDD17,OUT018,3681.0600174737333
FDW39,OUT013,2886.626626407173
DRH59,OUT045,1081.188971518362
FDS52,OUT013,1567.1070163493162
FDU40,OUT027,5776.821170263954
NCF54,OUT013,2861.0140224202805
FDH46,OUT045,1572.5414010880093
NCP14,OUT049,1572.5414010880093
FDH50,OUT049,3052.609060572204
DRF15,OUT010,372.2002603647612
FDV27,OUT027,2604.0395595381237
NCJ06,OUT049,2006.2508468167487
FDN02,OUT018,3310.6301728346175
FDQ51,OUT049,738.3292928679068
FDQ07,OUT017,3725.47119271991
FDS45,OUT049,1575.0583238676577
NCJ06,OUT045,2015.1472747656887
FDD36,OUT035,1954.212795402566
FDY25,OUT045,3052.609060572204
FDU52,OUT046,2499.6878995953134
DRK47,OUT017,3793.9165853072914
NCL30,OUT017,2025.6276144249973
FDN22,OUT035,4009.441583600224
NCF30,OUT027,3000.9291965225652
FDK03,OUT035,4034.4599995643475
